NQUEST,COMPRENS,ITA,VEROAF,VEROAB,VERORED,KLIMA,FACIL,DURATA
683121,9,9,9,8,9,9,9,36
683143,8,8,9,9,9,9,8,62
683145,7,7,5,6,4,9,5,78
683147,7,8,8,8,8,9,7,55
683159,8,9,8,8,8,9,8,60
683164,9,9,7,7,7,9,9,48
683171,8,8,8,8,8,8,8,73
683177,7,8,8,8,8,8,8,58
683192,7,8,3,5,7,8,6,44
683201,10,10,10,9,10,10,10,85
683206,10,9,7,7,9,10,10,100
683217,9,9,5,7,7,8,8,35
683227,7,8,8,8,8,8,8,33
683230,6,6,7,9,8,9,9,40
683233,7,8,8,8,9,9,9,34
683240,8,8,8,8,8,8,8,34
683245,8,9,5,7,6,6,6,24
683246,6,6,7,8,7,5,5,36
683247,7,7,6,7,7,7,7,38
683248,6,6,8,8,8,8,7,28
683249,8,7,7,6,7,7,8,27
683250,6,7,5,7,7,4,4,26
683251,6,5,6,6,5,4,5,26
683257,7,7,7,7,6,7,7,68
683306,7,7,7,7,7,7,7,87
683317,10,10,10,10,10,10,10,48
683337,10,10,10,10,10,10,10,80
683339,10,10,10,10,10,10,10,75
683343,10,10,10,10,10,10,10,75
683344,10,10,10,10,10,10,10,75
683345,10,10,10,10,10,10,10,34
683349,10,10,7,9,10,10,9,90
683352,8,7,7,9,7,6,6,80
683358,10,10,9,10,10,10,10,82
683373,7,7,6,7,7,7,7,25
683377,9,9,9,9,9,9,9,49
683381,5,6,10,10,10,10,10,56
683388,6,6,6,10,10,7,6,47
683399,10,10,10,10,10,10,10,128
683418,9,9,9,9,9,9,9,30
683430,6,6,5,8,5,4,5,36
683431,5,6,5,6,7,5,6,34
683437,9,9,5,7,4,8,8,40
683438,10,10,4,8,4,9,9,35
683440,9,9,2,6,6,8,8,34
683446,9,8,8,9,9,9,9,40
683453,7,7,8,8,8,8,7,63
683469,10,10,10,10,10,10,10,66
683472,10,10,10,10,10,10,10,74
683530,9,9,4,5,8,8,8,22
683544,9,9,10,10,10,10,10,52
683569,9,9,10,10,9,9,9,46
683611,5,6,4,7,5,3,3,32
683627,8,9,9,8,9,8,9,36
683645,10,10,8,10,8,10,8,65
683650,10,10,10,10,10,10,10,45
683652,9,8,7,8,8,7,7,55
683653,9,9,9,9,9,9,9,50
683660,9,9,8,8,9,8,7,24
683661,10,10,9,9,9,9,9,40
683664,7,7,7,7,7,7,7,83
683665,7,7,7,7,7,7,7,81
683669,9,9,9,9,9,9,9,40
683670,6,7,8,9,9,7,8,46
683671,5,8,8,8,8,8,8,37
683673,8,8,8,9,8,9,9,63
683675,8,8,8,8,8,8,8,34
683689,5,6,4,8,5,4,4,31
683692,6,7,7,7,8,5,6,39
683694,6,6,5,8,6,4,6,37
683696,9,9,9,9,9,9,9,46
683707,7,7,5,6,6,7,6,92
683727,9,9,9,9,9,9,9,57
683732,6,6,6,6,6,8,7,49
683737,5,6,6,6,6,6,5,55
683767,10,10,6,8,8,8,8,65
683782,9,9,9,9,9,9,9,49
683785,7,8,8,7,7,8,7,68
683803,9,9,7,9,8,9,9,40
683810,9,9,10,10,10,10,10,31
683812,10,10,10,10,10,10,10,37
683816,9,10,10,10,10,10,9,80
683829,10,10,8,10,10,10,10,34
683861,6,6,6,6,6,6,6,85
683866,6,6,6,6,6,6,6,64
683869,6,6,6,6,6,6,6,55
683881,8,8,9,9,9,9,9,35
683882,8,8,7,9,9,9,9,29
683896,7,7,5,5,5,6,6,80
683897,9,8,5,6,6,8,8,41
683904,7,8,8,8,8,7,6,60
683908,8,8,8,8,8,9,8,55
683910,9,8,9,9,9,8,8,60
683970,9,9,9,9,9,9,9,54
683973,9,8,8,9,9,7,8,33
683974,8,8,8,9,9,10,9,59
683978,9,9,7,9,7,9,9,55
683980,10,9,7,9,8,8,8,60
683991,8,9,8,8,7,8,9,44
683996,4,4,9,7,8,7,5,66
684000,10,10,10,10,10,10,10,33
684005,7,7,7,8,8,7,7,39
684035,7,9,10,10,10,10,8,65
684037,10,10,8,10,9,10,10,50
684063,10,9,9,9,9,10,10,94
684064,6,6,6,6,6,6,6,42
684086,6,5,6,6,6,5,6,41
684130,10,10,9,9,9,10,10,96
684131,9,9,1,1,1,5,4,60
684135,10,10,7,8,6,8,10,50
684141,8,7,7,6,6,7,6,52
684154,7,7,7,7,7,7,7,38
684192,10,10,10,10,10,10,10,90
684213,9,9,8,8,7,8,8,96
684217,8,8,8,8,8,8,8,58
684218,7,7,7,7,7,7,7,45
684222,8,9,9,9,9,9,8,60
684224,9,9,9,9,9,9,9,60
684228,9,9,9,9,9,10,8,47
684229,9,9,9,9,9,9,9,43
684234,9,9,8,9,9,10,8,58
684240,9,9,9,9,9,10,10,80
684242,8,10,9,9,10,10,9,50
684259,9,8,2,4,1,10,9,58
684279,9,9,9,9,9,9,9,50
684280,8,9,9,8,9,9,9,27
684290,9,9,9,9,9,9,9,39
684293,9,9,9,9,9,9,9,39
684326,9,9,9,9,9,9,9,69
684328,10,10,10,10,10,10,10,60
684330,10,10,10,10,10,10,10,60
684333,10,10,9,9,9,10,10,74
684344,8,8,8,8,8,7,8,52
684351,9,9,9,9,9,9,9,73
684359,7,7,6,8,8,7,6,50
684407,7,7,7,7,7,7,7,73
684423,9,9,7,7,6,7,7,40
684434,9,8,7,6,7,6,7,48
684437,8,8,9,9,9,8,8,49
684442,9,9,9,9,8,8,8,35
684448,10,10,10,10,10,10,10,31
684454,8,10,6,7,7,10,8,42
684456,8,10,6,9,7,10,9,44
684491,10,9,8,9,10,8,8,35
684496,10,10,8,10,8,10,8,65
684503,8,8,6,8,7,7,7,40
684507,10,10,6,8,8,6,6,61
684524,9,9,9,10,10,9,9,49
684525,10,10,8,10,10,9,9,46
684539,9,9,8,9,9,9,9,35
684557,9,10,9,9,9,9,8,62
684559,10,10,10,10,10,10,10,30
684564,10,10,10,10,10,10,10,39
684574,10,10,10,10,10,10,10,51
684592,10,10,7,10,7,10,10,70
684594,10,10,8,10,8,10,10,50
684608,9,9,8,8,8,8,8,75
684609,7,8,8,8,8,8,8,104
684628,8,7,5,8,9,6,6,29
684630,9,9,6,9,9,9,9,42
684638,8,5,5,6,5,5,5,65
684642,10,10,10,10,10,10,10,83
684649,9,10,9,10,9,9,9,70
684663,6,6,6,7,7,7,7,39
684664,6,7,7,7,7,7,7,33
684665,7,7,7,7,7,7,7,28
684671,8,7,9,9,9,9,9,63
684673,7,6,9,9,9,6,6,48
684675,10,10,10,10,10,10,10,59
684684,10,8,7,9,9,10,10,55
684689,10,10,10,10,10,10,10,48
684722,9,9,8,9,9,9,9,31
684727,10,10,8,10,8,10,10,80
684740,5,6,5,6,6,6,6,55
684752,9,8,7,7,7,10,9,36
684784,7,7,8,8,6,8,8,54
684793,7,7,7,10,5,7,7,49
684797,10,10,10,10,10,10,10,56
684803,9,9,9,9,9,9,9,30
684819,10,10,6,7,6,8,8,55
684839,8,8,8,9,8,9,9,37
684856,7,7,7,7,7,7,7,42
684864,5,5,6,6,5,5,5,62
684866,8,8,9,9,9,10,8,49
684882,6,7,7,8,8,8,8,30
684885,9,9,9,9,9,9,9,38
684886,8,9,8,9,9,9,9,38
684895,6,6,6,6,7,6,6,75
684919,7,7,7,7,7,7,7,50
684927,7,7,8,9,9,7,6,58
684928,7,7,9,9,9,9,6,62
684937,9,9,9,9,9,10,9,58
684973,8,8,8,8,8,9,8,65
684988,8,6,5,8,8,8,7,49
684992,7,7,8,8,8,6,6,29
685002,9,9,9,9,9,9,9,37
685016,7,7,6,7,8,8,8,80
685024,3,9,2,7,1,9,4,49
685026,6,5,5,5,5,5,5,57
685045,6,7,6,7,7,7,7,30
685052,10,10,10,10,8,8,8,36
685056,8,9,8,8,8,8,8,41
685058,9,9,8,9,9,10,8,45
685068,9,9,9,9,9,9,9,65
685085,7,7,7,7,7,7,7,40
685096,7,5,5,7,7,5,5,50
685097,8,8,5,8,7,7,7,50
685100,7,5,5,6,5,5,5,48
685103,10,10,10,10,10,10,10,70
685124,8,8,6,6,6,8,8,124
685129,9,9,9,9,8,9,9,53
685130,7,7,4,4,7,9,9,67
685132,9,9,6,9,9,7,6,38
685146,7,7,4,8,8,7,7,39
685148,7,7,7,7,7,7,7,59
685149,7,7,7,7,7,7,7,52
685150,8,8,5,8,8,8,8,43
685153,8,8,8,8,8,8,8,26
685164,8,8,8,8,8,8,8,52
685192,8,8,3,5,3,7,7,60
685196,9,8,9,9,10,9,8,49
685200,6,5,5,5,5,5,5,40
685201,5,5,5,5,5,5,5,62
685206,6,6,5,6,5,5,5,49
685258,10,10,10,10,10,10,10,54
685284,6,6,6,6,5,4,5,37
685296,10,10,10,10,10,10,10,90
685297,10,10,9,10,9,9,9,50
685299,10,10,10,10,10,10,10,60
685300,9,9,3,4,7,9,9,26
685301,9,9,9,9,9,9,9,38
685323,9,9,9,10,10,9,9,36
685357,10,9,9,10,9,9,9,34
685367,10,8,9,9,8,9,8,34
685368,8,8,8,8,8,8,8,38
685378,4,4,5,5,4,4,4,40
685394,5,5,5,5,5,5,5,32
685423,10,10,10,10,10,10,10,42
685451,9,9,9,9,9,9,9,64
685454,10,10,8,9,8,9,9,60
685466,7,7,7,7,7,7,7,57
685481,9,8,9,8,9,8,8,51
685487,8,9,5,8,8,8,8,60
685503,9,10,9,9,10,10,8,50
685505,8,8,7,7,8,9,7,52
685517,10,10,10,10,10,10,9,44
685528,8,10,8,8,7,8,8,55
685534,9,9,5,6,6,9,9,54
685537,8,8,8,8,8,8,8,26
685542,7,7,7,7,7,7,7,65
685543,2,2,4,6,5,4,2,29
685546,10,10,7,9,8,10,10,80
685548,9,10,6,5,7,9,10,90
685560,7,9,7,9,7,9,7,50
685582,9,9,7,10,10,10,10,74
685588,10,10,7,9,9,10,10,33
685589,9,7,8,10,8,9,9,30
685591,7,6,8,9,8,8,6,38
685622,7,7,7,10,9,7,7,25
685627,8,8,9,9,9,9,8,63
685630,6,5,6,6,6,8,6,55
685641,7,6,6,6,6,5,5,30
685647,9,9,9,9,9,9,9,57
685650,10,10,10,10,10,10,10,52
685664,9,8,7,9,7,7,8,47
685673,5,5,5,5,6,5,5,61
685681,8,8,7,9,10,9,10,83
685695,10,10,10,10,10,10,10,35
685727,7,6,8,7,8,8,7,25
685733,8,8,7,8,6,7,5,33
685734,9,9,7,9,8,9,6,68
685742,8,8,7,9,9,9,9,55
685747,8,8,5,8,9,9,9,55
685769,6,8,7,9,8,9,7,63
685780,8,7,6,7,6,6,6,55
685793,8,9,9,10,8,8,8,27
685805,7,10,7,8,7,9,8,39
685812,10,10,10,10,10,10,10,76
685816,10,10,8,10,10,10,10,29
685836,8,7,6,7,7,7,6,33
685854,7,7,5,5,5,7,7,52
685873,9,8,7,7,7,10,10,89
685874,6,5,10,10,10,10,6,55
685890,6,7,3,3,3,7,6,50
685891,8,8,7,8,8,8,8,24
685895,7,7,7,8,8,8,8,45
685902,7,7,7,7,7,7,7,56
685903,8,8,5,9,5,6,7,73
685905,8,8,8,8,8,9,9,46
685906,7,7,7,7,7,7,7,48
685908,6,6,6,6,6,6,6,69
685930,8,8,6,8,8,8,8,60
685931,8,8,9,9,9,9,9,43
685942,10,9,7,10,10,10,9,34
685956,10,10,8,10,7,10,10,23
685965,5,6,6,8,5,6,6,89
685969,8,10,10,10,10,10,10,24
685970,10,10,10,10,10,10,10,27
686006,8,8,8,8,8,8,8,75
686009,8,8,8,8,8,9,8,39
686014,6,5,5,5,5,5,5,36
686019,9,9,8,9,9,10,10,88
686032,9,9,9,9,9,9,9,63
686073,8,9,9,9,9,10,8,90
686091,8,8,9,9,9,9,8,62
686092,8,8,7,8,8,9,7,65
686094,8,9,9,9,9,9,8,55
686103,8,8,8,8,8,9,8,49
686133,8,8,7,6,7,7,5,34
686134,9,9,7,8,7,9,9,22
686135,8,8,8,1,10,1,10,85
686172,9,9,6,9,6,10,9,105
686173,9,8,7,8,7,9,9,29
686178,9,9,9,9,8,8,9,30
686183,10,10,10,10,10,9,10,100
686184,7,6,8,8,8,9,7,74
686185,9,9,9,9,9,9,9,32
686190,8,8,8,8,8,8,8,39
686233,10,10,7,8,8,10,10,63
686234,10,10,4,10,10,10,10,87
686235,10,10,8,10,10,8,8,67
686237,8,8,3,8,9,9,8,68
686253,6,8,5,6,4,4,4,74
686259,9,8,7,8,7,8,9,65
686286,5,7,5,7,7,4,5,53
686289,9,9,6,7,7,10,10,57
686293,9,9,9,10,10,10,9,31
686304,10,10,6,9,9,10,10,100
686314,10,10,10,10,10,10,10,37
686318,6,3,4,4,7,4,4,53
686325,10,10,10,10,10,10,10,44
686373,10,10,10,10,10,10,8,103
686374,9,9,9,10,9,9,9,56
686391,10,10,10,10,10,10,10,46
686397,7,7,8,7,7,8,6,55
686423,10,10,10,8,10,10,10,65
686429,10,10,10,10,10,10,10,27
686433,9,9,6,6,6,9,9,77
686492,8,8,8,8,8,8,8,26
686494,8,8,8,8,8,8,8,46
686495,8,8,8,8,8,8,8,37
686500,10,10,10,10,10,10,10,41
686501,10,10,10,10,10,10,10,25
686508,7,7,5,7,6,6,7,35
686522,5,6,7,7,7,6,6,54
686528,10,10,10,10,10,10,10,60
686534,5,6,7,8,8,6,6,33
686538,9,9,8,8,8,9,9,55
686543,10,10,10,10,10,10,10,35
686558,7,8,8,8,8,8,8,55
686559,7,8,9,9,9,8,7,60
686571,8,9,8,8,8,8,8,60
686579,8,8,9,9,9,9,9,28
686601,6,7,4,8,4,9,9,41
686602,7,8,7,8,7,8,8,38
686634,7,8,9,9,9,9,7,65
686645,7,7,7,7,7,8,7,65
686657,10,10,9,10,9,10,9,77
686658,5,6,7,8,7,7,4,45
686661,10,10,9,10,10,9,8,66
686694,3,4,4,5,5,5,5,61
686713,6,7,7,8,8,7,5,50
686714,8,9,8,8,8,9,7,55
686715,8,8,8,8,8,8,7,56
686717,7,8,8,8,8,9,8,38
686730,8,9,9,9,9,9,8,65
686741,6,6,5,6,6,6,5,34
686742,9,8,9,8,9,9,8,31
686744,8,7,7,6,7,6,6,37
686747,5,6,5,5,4,5,5,31
686748,7,6,7,6,6,5,6,33
686750,6,5,5,6,6,5,5,47
686757,10,10,10,10,10,10,10,45
686760,1,8,9,9,9,9,9,35
686763,6,6,5,5,4,5,5,81
686806,7,7,7,8,8,8,7,50
686810,5,6,6,6,6,6,6,55
686829,7,7,6,6,6,8,7,28
686831,8,7,6,7,7,8,7,30
686862,10,10,8,10,10,10,9,35
686863,5,4,5,5,5,4,4,34
686866,5,6,4,6,5,6,6,33
686870,5,5,5,5,5,5,5,24
686887,5,5,5,5,5,5,5,45
686893,7,7,6,8,7,8,8,45
686898,5,7,7,7,8,4,5,75
686911,6,5,5,5,4,5,6,38
686913,5,5,5,5,4,5,5,38
686920,6,7,8,8,8,8,8,26
686940,9,9,7,9,9,10,10,91
686954,7,7,5,7,7,7,7,25
686979,6,6,8,8,6,8,8,42
686991,8,8,8,8,9,8,9,44
686992,7,8,8,5,7,9,7,28
686993,9,9,9,8,9,10,9,45
686995,9,10,8,9,9,10,10,33
686996,9,8,9,9,8,9,9,32
687000,8,7,9,9,8,8,9,34
687005,3,3,2,5,2,3,3,150
687007,7,7,6,7,7,7,7,36
687012,8,8,9,8,9,9,9,69
687018,8,8,7,8,7,7,8,42
687021,9,8,8,8,8,7,8,56
687022,9,9,8,9,9,9,9,50
687024,9,8,6,9,10,9,9,59
687030,9,9,6,10,10,10,9,22
687033,4,4,4,4,4,4,4,45
687039,8,8,7,8,7,9,8,55
687043,8,8,8,8,7,8,8,73
687056,8,9,8,8,8,8,7,60
687063,8,9,8,8,8,9,8,65
687070,10,10,9,10,10,10,10,88
687075,10,9,8,10,9,8,8,104
687076,6,6,8,7,6,4,4,69
687089,9,9,8,8,9,9,10,44
687099,8,9,9,10,10,10,10,55
687104,8,8,8,9,8,7,8,50
687108,7,8,9,9,9,9,7,60
687112,7,8,8,8,8,9,7,65
687132,8,8,7,9,9,10,9,88
687134,9,10,8,8,7,8,8,50
687135,9,9,8,8,7,8,8,50
687147,8,9,9,9,8,8,8,60
687148,9,9,9,9,9,9,9,60
687157,7,7,7,8,7,8,6,47
687164,7,6,7,9,9,9,7,114
687165,9,8,7,7,6,7,7,85
687168,9,8,7,8,8,9,9,53
687174,9,9,7,9,9,9,9,62
687188,5,5,5,5,5,5,5,47
687189,5,4,4,5,5,4,5,37
687213,7,8,9,9,9,9,8,55
687218,2,3,3,3,3,3,3,38
687223,9,9,9,9,9,9,9,54
687248,10,10,10,10,10,10,10,65
687250,10,10,10,10,10,10,10,90
687256,9,8,9,9,8,9,10,29
687263,10,10,10,10,10,10,10,70
687281,10,10,8,10,8,9,9,43
687287,10,10,10,10,10,10,10,57
687291,10,10,7,7,8,9,9,42
687303,5,6,5,5,6,6,6,36
687304,5,5,5,6,5,5,5,58
687305,6,5,5,5,5,5,5,34
687321,9,9,7,8,8,9,9,68
687322,9,8,8,9,9,9,9,58
687324,7,8,8,7,7,8,7,40
687327,9,9,9,9,8,9,9,81
687328,8,8,6,8,8,10,10,80
687336,6,8,6,5,5,5,5,150
687353,10,10,10,10,10,10,10,41
687356,8,7,8,8,8,8,8,33
687361,7,6,9,9,9,7,6,54
687383,8,9,6,10,8,8,5,51
687404,9,9,9,9,9,9,9,50
687417,8,8,8,8,7,8,8,38
687462,6,5,6,5,6,6,6,36
687463,6,5,5,6,5,5,5,34
687471,9,9,7,9,7,8,6,47
687491,7,7,8,9,9,8,6,29
687497,8,7,8,8,9,7,8,60
687508,8,9,9,9,9,9,8,64
687512,8,8,9,9,9,9,8,55
687556,8,8,7,10,7,7,7,33
687564,6,6,10,10,8,10,6,70
687569,10,10,8,8,8,8,10,60
687576,7,6,6,7,6,8,7,60
687582,9,9,9,9,9,9,9,60
687600,8,8,8,8,8,9,8,50
687630,9,10,10,10,10,10,10,33
687644,6,6,9,9,8,8,7,64
687683,8,8,8,9,9,9,9,31
687685,9,9,8,9,9,9,9,51
687699,9,9,6,7,6,9,9,66
687831,6,6,8,8,8,6,5,28
687833,6,5,8,8,8,6,5,32
687841,9,9,9,9,9,9,9,95
687845,10,10,10,10,10,10,10,36
687846,9,9,9,9,9,9,9,60
687847,9,9,9,9,9,9,9,60
687849,9,9,9,9,9,9,9,74
687851,8,9,8,9,9,9,9,43
687876,5,5,5,5,5,5,5,23
687878,6,7,7,6,7,7,7,37
687882,7,8,9,9,7,7,7,57
687883,4,5,6,6,6,6,6,37
687888,10,10,10,10,10,10,10,44
687892,10,10,10,10,10,10,10,75
687893,10,10,10,10,10,10,10,64
687894,10,10,10,10,10,10,10,121
687897,8,8,10,10,10,10,8,56
687900,6,6,7,8,7,7,5,45
687915,6,8,8,9,9,9,9,54
687916,9,9,9,9,9,9,9,61
687917,8,9,9,9,9,9,8,93
687933,7,7,9,8,9,7,7,32
687934,6,6,8,8,7,8,7,28
687938,4,8,1,7,1,8,8,32
687939,8,9,7,8,9,8,9,29
687953,8,8,8,8,8,8,8,44
687961,8,8,7,10,8,10,9,66
687971,8,9,9,10,10,10,10,65
687981,5,7,7,7,7,6,7,25
687986,7,7,9,10,8,8,6,46
687987,9,8,9,10,10,9,9,55
687988,8,8,9,10,9,8,8,43
687990,8,8,6,6,7,7,7,78
687992,10,10,10,10,10,10,10,28
687993,8,8,8,8,9,7,7,39
688003,10,10,10,10,10,10,8,51
688009,8,8,10,10,10,8,8,61
688018,9,9,9,9,9,9,9,32
688022,8,8,9,9,9,10,8,41
688086,9,10,10,10,10,10,9,50
688089,10,10,10,10,10,10,10,60
688097,6,6,6,8,8,8,6,40
688104,7,7,7,7,7,7,7,37
688111,10,10,7,8,7,8,8,98
688123,7,7,8,8,8,7,7,48
688127,10,10,10,10,10,10,8,29
688128,9,9,9,9,9,9,9,25
688139,10,10,10,10,10,10,10,78
688142,10,10,9,9,9,10,9,50
688149,9,9,8,9,9,9,9,45
688157,7,9,9,9,9,9,9,60
688159,7,7,6,9,7,9,7,28
688162,8,8,8,8,8,8,8,73
688172,10,8,7,8,7,5,8,24
688179,10,10,8,9,9,10,10,78
688194,10,10,10,10,10,10,10,61
688204,10,10,9,10,8,9,10,56
688210,7,7,7,7,7,9,7,50
688212,6,6,10,10,10,7,6,53
688214,6,5,4,10,7,5,5,44
688219,10,10,8,10,8,10,8,90
688226,6,6,7,7,8,8,7,55
688228,6,5,5,8,6,6,6,51
688231,9,10,8,10,8,10,10,52
688233,8,8,9,9,8,7,7,28
688250,5,5,5,5,5,6,5,42
688264,5,5,4,5,4,4,4,31
688275,5,6,6,6,5,5,5,32
688276,5,5,6,6,6,5,6,43
688277,10,10,10,10,10,10,10,97
688287,9,9,9,9,9,9,9,102
688296,9,8,5,7,5,7,9,57
688323,10,10,8,8,6,10,10,75
688338,8,10,9,10,10,10,10,45
688344,9,9,8,9,9,9,9,33
688360,8,9,9,9,9,9,9,38
688385,8,7,7,8,7,9,9,48
688390,9,9,9,9,9,9,9,53
700037,7,8,9,9,9,9,8,69
700073,7,7,8,9,9,8,6,36
700201,8,8,7,8,8,8,7,55
700213,8,9,9,9,9,9,7,54
700221,7,8,8,8,8,8,5,57
700234,8,7,8,9,8,7,7,55
700235,9,9,9,9,9,9,8,63
700403,8,9,9,9,9,8,7,60
700410,8,8,6,6,6,8,8,55
700531,8,8,7,8,7,8,7,55
700622,6,8,8,8,8,8,5,65
700624,8,9,9,9,9,9,8,60
700643,7,8,8,8,8,9,7,60
700651,6,8,8,8,8,8,5,60
700714,7,8,6,6,6,8,7,55
700715,7,7,8,8,8,6,6,55
700719,7,7,7,8,9,8,7,64
700729,7,7,7,8,8,7,5,65
700730,5,6,7,8,8,7,4,60
700738,8,8,8,8,7,7,7,54
700740,8,8,9,9,9,9,8,61
700752,8,9,9,9,9,9,8,55
700818,7,8,8,8,8,8,8,32
700839,6,7,8,8,8,8,7,50
700913,10,10,10,10,10,10,10,54
700950,9,10,10,9,9,10,9,99
701002,8,8,6,7,8,8,7,33
701012,8,8,8,8,8,9,8,34
701035,7,6,5,8,7,7,6,49
701037,6,6,8,6,8,6,5,32
701059,8,9,8,9,9,10,9,78
701105,8,8,8,8,8,9,8,55
701111,8,7,8,8,8,9,7,55
701229,6,6,6,6,6,6,6,60
701240,5,4,9,9,8,6,6,50
701324,9,9,6,9,8,9,9,50
701361,9,9,9,9,9,9,9,50
701401,7,9,9,9,9,9,9,36
701514,7,8,7,9,7,8,7,45
701527,8,8,8,10,8,8,8,32
701531,7,8,7,9,4,8,7,49
701536,6,7,5,9,4,7,6,54
701553,10,10,8,10,10,10,10,58
701579,10,10,7,10,8,10,10,44
701604,9,9,8,9,8,9,9,52
701620,7,7,8,8,8,8,6,34
701638,8,8,8,8,9,9,8,59
701647,8,9,7,8,8,9,7,41
701653,8,8,8,8,8,9,8,30
701727,7,7,7,7,7,7,7,24
701800,9,9,9,9,9,9,9,49
701809,9,9,9,9,9,8,9,85
702150,10,10,10,10,7,10,10,48
702428,7,7,7,7,7,9,7,55
702432,8,9,8,8,9,8,8,62
702613,9,9,9,9,9,9,9,53
702643,8,8,6,7,7,8,7,34
702656,9,9,9,9,9,9,9,86
702723,8,9,9,6,9,9,9,41
702771,7,7,8,6,8,8,7,45
702827,10,9,10,10,10,10,10,50
702853,8,8,9,8,8,9,8,50
703258,9,9,6,9,9,10,10,37
703808,10,10,10,10,10,10,10,92
703830,10,10,10,10,10,10,10,52
703837,10,10,10,10,10,10,10,22
703917,5,6,10,10,9,8,5,50
704018,7,8,8,8,8,9,9,40
704118,7,7,6,9,6,9,7,92
704132,8,8,8,8,8,8,8,50
704160,6,6,7,9,9,8,6,52
704305,7,8,7,7,7,9,7,60
704310,7,6,7,7,7,7,6,45
704345,8,9,9,9,9,9,8,65
704365,8,8,8,8,8,8,8,56
704372,8,7,8,8,8,8,8,55
704516,7,8,9,9,9,9,7,55
704670,8,9,9,9,9,9,8,60
704702,7,7,10,10,10,8,7,77
704743,10,10,10,10,10,10,10,83
704752,8,10,10,10,10,10,10,116
704766,8,10,10,10,10,10,10,104
704806,9,9,9,10,10,9,9,25
704825,7,7,6,9,10,6,6,33
704832,10,10,10,10,10,10,9,32
704836,8,8,9,10,10,10,9,27
704900,10,10,10,10,10,10,10,60
704911,10,10,10,10,10,10,10,60
704927,10,10,10,10,10,10,10,50
705115,7,7,8,8,8,8,7,58
705116,8,8,8,8,8,8,8,44
705124,6,6,8,9,9,7,6,33
705140,8,8,8,8,8,8,8,46
705176,6,8,8,8,8,7,6,39
705205,8,8,7,7,7,8,8,60
705210,6,7,8,8,8,7,5,65
705215,7,7,8,9,8,6,6,58
705222,7,7,8,8,8,9,7,45
705238,7,7,8,8,8,5,6,60
705244,9,9,9,9,9,10,9,58
705513,10,10,10,10,10,10,10,55
705637,7,9,9,9,9,8,8,60
705774,4,6,5,6,6,6,5,27
705777,6,6,9,9,9,9,4,35
705821,6,7,9,9,6,9,6,34
705976,8,7,9,9,9,10,9,40
706104,8,8,8,8,8,8,8,29
706224,7,7,7,7,6,9,8,38
706234,4,6,8,8,8,8,6,39
706258,9,9,6,7,7,10,9,22
706325,4,6,8,9,9,7,4,38
706327,2,2,9,9,9,8,5,34
706329,3,3,9,9,9,6,2,27
706336,7,7,8,8,8,7,3,28
706339,4,4,7,8,9,5,2,40
706407,9,8,6,7,8,9,9,37
706422,9,8,8,8,8,9,9,37
706436,8,8,9,9,9,9,9,56
706448,9,9,8,8,8,9,9,58
706456,9,9,8,8,8,9,9,54
706460,9,9,6,8,8,9,9,38
706501,8,7,7,9,8,7,7,50
706522,8,8,7,7,8,9,7,55
706524,9,10,9,10,9,10,8,30
706539,7,7,7,8,7,6,6,50
706552,8,8,7,8,8,9,8,65
706628,8,8,6,10,6,9,9,63
706629,8,8,8,8,8,8,8,35
706634,8,8,5,8,7,7,7,33
706649,7,7,5,8,7,8,7,46
706656,8,8,8,8,8,8,8,24
706727,10,10,10,10,10,10,10,121
706822,10,10,9,10,10,10,9,60
706832,10,10,10,10,10,10,10,65
706900,8,8,8,8,8,8,8,47
706921,6,6,8,8,8,9,9,20
706926,7,7,7,9,9,9,9,41
706973,10,10,8,8,8,8,9,53
707041,6,9,9,9,9,9,6,55
707104,9,9,8,9,8,9,9,70
707106,6,9,7,10,9,8,6,60
707130,9,9,8,9,8,8,8,65
707232,9,9,7,8,9,9,9,52
707253,10,9,8,8,7,10,8,42
707307,10,10,2,1,8,8,10,70
707312,10,10,8,9,9,10,10,80
707344,10,10,10,10,10,10,10,70
707509,7,8,8,8,8,7,8,65
707523,7,7,8,8,8,7,7,50
707537,7,9,8,9,8,8,7,55
707541,8,7,8,9,8,7,8,52
707554,8,10,9,9,9,10,8,70
707601,10,10,10,10,10,10,10,115
707646,4,6,5,8,6,5,5,39
707663,9,9,7,8,7,8,8,42
707771,7,7,8,8,8,8,8,40
707811,7,7,7,7,8,9,9,48
707857,8,8,8,8,8,8,8,52
707900,10,9,8,9,9,10,9,50
707916,7,7,6,10,7,9,7,65
707938,10,10,9,10,9,9,10,55
707961,6,10,8,9,9,8,8,50
707963,10,10,8,10,8,8,10,50
708009,10,10,10,10,10,10,10,107
708023,8,7,8,9,9,10,9,50
708030,10,10,7,10,7,9,10,45
708043,8,8,7,8,7,8,8,55
708044,5,6,5,5,5,5,5,40
708090,8,7,8,8,10,8,7,45
708219,7,8,5,8,6,8,8,93
708447,10,10,7,7,7,10,8,83
708521,10,10,8,10,8,10,10,80
708522,10,10,8,9,7,9,9,50
708700,8,7,7,8,7,7,7,120
708747,8,4,4,4,4,8,8,90
709002,8,8,9,9,9,9,8,65
709310,8,9,9,9,9,9,9,36
709407,5,4,5,8,5,8,6,50
709420,8,10,7,7,8,8,8,70
709421,8,9,8,8,7,9,8,65
709422,8,9,7,7,6,8,8,45
709423,8,10,8,8,6,9,8,55
