NQUEST,DEBM31,TDEBITA31,TMUTUOAB31,MUTUOIN31,MUTUODU31,TAEG31,DEBGAR31_1,DEBGAR31_2,DEBGAR31_3,DEBGAR31_4,DEBGAR31_5,DEBPERS31,DEBRF31,DEBM32,TDEBITA32,TMUTUOAB32,MUTUOIN32,MUTUODU32,TAEG32,DEBGAR32_1,DEBGAR32_2,DEBGAR32_3,DEBGAR32_4,DEBGAR32_5,DEBPERS32,DEBRF32,DEBM33,TDEBITA33,TMUTUOAB33,MUTUOIN33,MUTUODU33,TAEG33,DEBGAR33_1,DEBGAR33_2,DEBGAR33_3,DEBGAR33_4,DEBGAR33_5,DEBPERS33,DEBRF33,TAEG11,TAEG12,TAEG13
856688,1,4320,2160,8640,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856708,1,12000,50,12000,4,7,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856731,1,3000,2100,10000,5,8,0,0,0,1,0,1,2,1,3000,3100,12000,5,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
856739,1,2400,2400,18000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856742,1,5200,800,6000,3,,0,0,0,1,0,1,2,2,350,850,1700,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
856769,4,1541,531,1541,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856773,4,1000,1002,2500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856776,1,5000,5520,12000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856868,4,5000,2040,8000,10,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856929,1,1800,3200,5000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856941,1,1800,3600,8000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857064,1,2500,2500,10000,4,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
857073,1,3500,1800,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857137,1,4500,1400,5500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857263,1,20000,4000,27000,10,7,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
857291,1,13000,1500,14500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857295,1,9941,2328,10000,10,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857343,1,3600,3900,15000,3,,0,0,0,1,0,1,2,1,1000,250,4000,18,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
857368,1,7500,1900,8000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857373,1,12000,7500,35000,7,6,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
857512,2,200,400,600,12,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
857513,1,15000,1740,16800,5,,1,0,0,0,0,,2,2,480,480,960,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
857514,4,12000,6000,24000,4,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857758,4,8000,1800,8000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857779,2,800,800,800,1,0,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
857856,1,5000,2000,8000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857887,1,10000,2000,12000,10,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857907,4,5000,1600,5000,5,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857934,2,1000,696,1500,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857939,1,13000,3600,13000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
857948,1,5500,2000,6000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858037,2,300,100,300,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858046,2,1300,1300,2300,2,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858057,1,5000,1800,7000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858178,1,7000,3000,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858190,1,5000,2000,6000,4,4,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858230,2,1700,300,2000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858245,1,6000,1800,8500,5,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858260,4,3000,3000,3000,5,,0,0,0,1,0,1,2,4,6000,2000,6000,5,,0,0,0,0,1,,2,,,,,,,,,,,,,,2,2,
858268,2,1500,800,1500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858277,2,700,1200,14000,18,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858349,1,6000,3600,17500,5,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858360,1,9000,3000,12000,5,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858380,1,1300,2000,15000,3,3,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858386,1,5000,3360,12000,4,4,0,0,0,1,0,1,2,1,2800,4200,8000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,2,
858392,1,860,840,9600,6,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858525,2,1000,1000,1900,2,6,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858535,1,1890,2300,4000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858638,2,800,800,2600,4,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858666,1,6000,2550,7000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858677,2,600,250,800,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858725,2,500,500,1200,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858728,4,3000,1308,5000,3,*,0,0,0,0,1,,2,2,300,1500,1800,1,*,0,0,0,0,1,,2,,,,,,,,,,,,,,1,1,
858732,1,6000,2880,12000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858743,2,500,1000,1500,2,,0,0,0,1,0,1,2,1,7000,250,8200,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
858751,4,20000,6000,25000,10,6,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858769,1,7000,2500,11500,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858770,1,5000,2500,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858811,1,19000,2100,20000,10,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
858858,1,7200,2400,9000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
858999,2,500,600,2500,5,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859017,2,400,480,1600,4,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859085,2,1000,1000,3200,3,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859153,2,1000,1100,2000,2,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859245,1,5000,2800,9000,4,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859257,1,1000,2016,5000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859263,2,2000,200,2200,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859282,1,5000,50,6000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859294,1,9000,2500,13000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859295,4,9000,1000,10000,10,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859306,1,20000,3600,20000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859464,1,2700,7200,20000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859575,1,9164,240,10080,3,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859584,1,5000,250,5000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859585,1,3000,300,12500,4,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859587,1,9000,250,9000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859619,1,2000,254,4000,2,*,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859668,2,10000,3600,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859715,1,2200,200,10000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859732,1,2700,3200,15000,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859740,2,900,300,1200,1,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
859754,1,6500,2500,14000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859804,1,3000,600,3000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859845,1,9000,281,12500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
859856,1,4000,200,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860014,1,3000,1680,3000,24,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860022,1,7000,2800,9000,5,4,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
860094,1,500,1500,4000,2,,1,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860160,2,2500,3000,6000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
860167,1,6500,4000,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860227,4,7000,2000,15000,9,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860276,1,10000,280,10000,4,5,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
860281,1,37000,6500,38500,4,5,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
860285,1,5000,2400,10000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860352,1,8000,480,8000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860370,2,2500,780,2500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860376,1,4000,2000,6000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860399,1,1200,1080,5000,5,,1,0,0,0,0,,2,2,500,550,1000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
860499,1,2000,1200,2400,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860572,2,100,1180,1200,1,8,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
860573,1,6000,2200,10000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860702,1,6000,2400,12000,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860704,1,4000,2200,10000,9,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860776,4,8000,3000,11000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
860780,1,4000,2000,6000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861008,4,50,4000,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861027,1,12000,3600,15000,4,,0,0,0,1,0,1,2,1,7000,6500,30000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
861114,1,12000,6000,23000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861136,1,6000,12000,7000,3,4,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
861225,1,6200,2400,10000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861281,4,10000,5040,20000,7,,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861339,3,550,2400,2950,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861412,4,4000,1700,8000,5,,0,0,0,0,1,,1,4,2000,1500,6000,5,,0,0,0,0,1,,1,,,,,,,,,,,,,,2,2,
861435,2,700,1050,1800,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861452,1,1000,1000,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861469,1,6000,3000,8000,3,,0,0,0,1,0,1,2,1,5000,3200,11000,4,,0,0,0,1,0,1,2,1,2600,2400,11000,5,,0,0,0,1,0,1,2,2,2,2
861475,1,13000,8000,30000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861476,1,3500,3500,13000,7,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
861482,1,5800,3096,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861489,1,5000,3000,7000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
861502,1,6000,1920,8000,4,,1,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861519,1,14400,4000,18000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
861698,2,700,650,1300,1,9,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
861858,2,700,850,1500,1,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
861962,1,2500,3000,10000,4,,0,0,0,1,0,1,2,2,350,150,500,1,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,1,
862095,1,10000,6500,19000,2,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862100,1,1000,11000,10000,4,,1,0,0,0,0,,2,4,8000,2000,10000,4,,0,0,0,1,0,2,2,,,,,,,,,,,,,,2,2,
862201,1,3200,2400,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862302,1,4000,4800,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862312,4,1000,2830,3000,2,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862314,4,60000,590,65000,10,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862395,2,140,420,1500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862462,4,4000,1300,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862582,1,20000,5400,25000,5,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
862646,2,700,650,1900,4,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
862658,1,800,800,2500,4,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
862690,1,6000,707,6700,5,,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862752,1,5000,2000,7000,3,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
862759,1,10120,3036,17000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862854,1,20000,4500,20000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862855,4,4600,400,5000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862890,1,4200,2400,9000,9,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862918,1,4000,2000,8000,4,,1,0,0,0,0,,2,2,3000,1250,5000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,2,2,
862979,1,5100,180,8000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
862999,1,5000,182,8000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863000,2,2000,100,5000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863005,1,2000,170,3000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863045,2,3000,2500,8000,3,0,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
863055,4,3000,1680,5000,3,,0,0,0,1,0,1,2,4,3500,1680,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
863062,2,200,1400,3000,2,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
863157,2,2000,1200,3000,2,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
863189,1,15800,1200,17000,7,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863298,1,5000,2500,14000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863402,1,6000,2500,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863472,1,4600,3456,10000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863494,1,4200,3000,10000,4,,1,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863598,2,500,750,1200,1,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
863681,1,4260,1420,7100,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863715,2,1000,600,1000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863716,4,5000,200,5000,5,,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863719,4,3000,1100,3000,3,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
863817,2,1000,580,2000,36,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
863867,2,6000,2600,6000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864049,1,14000,3000,14000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864226,4,12000,2400,12000,8,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864231,1,1000,2400,7000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864396,1,3000,1800,4500,3,,1,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864409,1,10000,4200,30000,7,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864423,1,7000,7000,25000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864426,1,12600,2400,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864431,1,20000,3600,22000,6,,1,0,0,0,0,,2,2,700,1500,5000,3,,0,0,0,1,0,1,3,,,,,,,,,,,,,,2,2,
864434,1,29000,7200,35000,5,,1,0,0,0,0,,2,2,2000,3600,9000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
864445,1,11000,2100,11000,5,,1,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864460,2,700,1800,5400,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864462,1,9000,1500,12000,8,,1,0,0,0,0,,2,2,2000,600,7000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
864474,2,200,2100,3000,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864479,4,900,100,1000,10,,0,0,0,1,0,2,2,4,1000,100,1000,10,,0,0,0,1,0,2,2,,,,,,,,,,,,,,2,2,
864482,1,10000,320,10100,4,,0,0,0,1,0,1,1,4,6000,2400,6000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
864498,1,40000,6900,49000,10,8,0,0,0,1,0,1,2,4,6000,3500,15000,6,9,0,0,0,1,0,1,1,,,,,,,,,,,,,,1,1,
864500,4,7000,2200,15000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864504,2,100,400,550,1,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
864506,1,400,1200,3000,3,,0,0,0,1,0,1,2,2,100,600,1500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
864525,4,5500,6600,22000,4,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
864561,1,33000,12000,57000,5,,0,0,0,1,0,1,2,1,12000,2400,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
864606,1,9000,1800,11400,5,,1,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864706,1,6000,2400,12000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
864993,1,9000,3800,18000,6,6,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865030,2,6600,400,6900,3,,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865032,1,10000,3700,19000,7,,1,0,0,0,0,,2,1,8000,170,8000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,2,2,
865204,1,1000,3200,5000,3,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865289,4,3000,1800,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865345,2,1300,1250,3200,3,6,0,0,0,1,0,1,2,4,2000,3000,6000,2,,0,0,0,1,0,2,1,,,,,,,,,,,,,,1,2,
865351,1,9000,7200,10000,3,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865357,4,6500,200,15000,5,6,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865380,2,2000,1000,2000,2,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865397,1,1500,9000,35000,5,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865521,1,800,390,11000,8,,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865544,2,6000,3000,12000,10,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865571,1,2000,3000,5000,2,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865609,1,2750,3000,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865769,1,4000,4500,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865780,1,4000,300,9000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865813,2,33200,6800,40000,10,5,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865825,1,7200,3840,15000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865830,1,5910,1182,7092,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
865905,1,1800,1800,1800,4,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865912,2,200,400,1100,3,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
865999,1,10000,3000,15000,6,,0,0,0,1,0,1,2,2,3000,700,3200,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
866025,1,7000,4800,20000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866035,1,11000,9000,25000,5,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866044,1,4000,7000,14000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866059,2,25000,3000,30000,10,4,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866063,2,20000,700,21000,8,3,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866064,1,800,3300,14000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866070,1,3000,340,9500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
866071,1,22000,250,24000,5,1,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866088,1,10000,3000,13000,3,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
866128,1,600,3600,15000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
